TeamId,TeamName,SubmissionDate,Score
410660,Stranger,"2016-11-18 14:22:01",0.95771
410660,Stranger,"2016-11-20 02:50:19",0.96857
412540,"Srisailam Varakala","2016-11-21 09:32:47",0.96342
412540,"Srisailam Varakala","2016-11-21 10:16:31",0.96714
406745,"Oleg Tereshkin","2016-11-23 18:21:54",0.98657
406745,"Oleg Tereshkin","2016-11-23 20:02:20",0.98757
406745,"Oleg Tereshkin","2016-11-24 05:39:28",0.99028
406745,"Oleg Tereshkin","2016-11-27 18:54:45",0.99657
424941,dopplerz,"2016-12-05 15:46:33",0.85714
424941,dopplerz,"2016-12-05 16:06:33",0.86742
425844,rajeshbhat,"2016-12-06 16:59:41",0.98900
425844,rajeshbhat,"2016-12-06 18:39:16",0.99271
369570,jimmyjin,"2016-12-10 14:41:16",0.95114
148103,Justfor,"2016-12-19 18:11:37",0.99485
435382,aminos,"2016-12-20 08:35:08",0.37614
218408,"Jorge Palma","2016-12-21 12:29:10",0.95400
218408,"Jorge Palma","2016-12-21 12:29:59",0.96014
435382,aminos,"2016-12-21 16:06:45",0.86271
218408,"Jorge Palma","2016-12-21 22:45:23",0.97014
218408,"Jorge Palma","2016-12-22 02:11:28",0.99028
436627,ShivliAgrawal,"2016-12-22 03:01:52",0.93514
437289,LiChanglin,"2016-12-23 05:05:12",0.96242
437289,LiChanglin,"2016-12-23 05:09:24",0.96371
450361,Bisil,"2017-01-16 10:23:36",0.83114
450361,Bisil,"2017-01-16 10:27:34",0.85571
450361,Bisil,"2017-01-16 10:36:14",0.85728
450361,Bisil,"2017-01-17 11:44:01",0.90842
450361,Bisil,"2017-01-18 06:32:51",0.96557
450361,Bisil,"2017-01-18 08:38:59",0.96700
412540,"Srisailam Varakala","2017-01-22 16:12:35",0.96800
412540,"Srisailam Varakala","2017-01-23 11:00:49",0.97342
412540,"Srisailam Varakala","2017-01-24 12:11:20",0.98257
456400,Kosta,"2017-01-25 23:04:14",0.96557
412540,"Srisailam Varakala","2017-01-27 12:58:22",0.99028
450361,Bisil,"2017-01-27 18:55:35",0.96771
412540,"Srisailam Varakala","2017-01-28 09:46:58",0.99171
148103,Justfor,"2017-01-28 16:02:47",0.99542
464946,Hugo888,"2017-02-04 17:12:53",0.93942
464946,Hugo888,"2017-02-04 17:57:32",0.96600
479434,"Aditya Arora","2017-02-11 15:11:23",0.85885
269586,KuanHoong,"2017-02-14 00:20:42",0.96857
483446,JohnYan,"2017-02-14 21:11:28",0.98257
483446,JohnYan,"2017-02-14 22:20:34",0.98757
483446,JohnYan,"2017-02-16 01:00:45",0.99828
351512,JP11,"2017-02-16 17:50:17",0.97157
464946,Hugo888,"2017-02-18 21:22:28",0.98714
493252,"Sulaimon  Afolabi","2017-02-19 22:21:54",0.97942
412540,"Srisailam Varakala","2017-02-21 18:58:47",0.99842
370992,Raijisse,"2017-02-25 21:17:39",0.98414
493252,"Sulaimon  Afolabi","2017-03-03 20:17:30",0.99128
519210,Recardo.donkey,"2017-03-06 10:51:52",0.80100
519210,Recardo.donkey,"2017-03-06 11:24:55",0.94228
519210,Recardo.donkey,"2017-03-06 13:07:41",0.94457
519210,Recardo.donkey,"2017-03-07 03:11:53",0.97371
493252,"Sulaimon  Afolabi","2017-03-07 19:25:32",0.99757
493252,"Sulaimon  Afolabi","2017-03-07 20:19:23",0.99857
493252,"Sulaimon  Afolabi","2017-03-07 23:03:04",0.99914
370992,Raijisse,"2017-03-08 21:15:03",0.98914
412540,"Srisailam Varakala","2017-03-09 12:31:11",1.00000
479630,"Mohammed Amro","2017-03-11 05:20:30",0.99014
479630,"Mohammed Amro","2017-03-11 06:49:19",0.99200
479630,"Mohammed Amro","2017-03-11 08:33:52",0.99257
370992,Raijisse,"2017-03-11 08:47:52",0.98942
479630,"Mohammed Amro","2017-03-11 09:48:00",0.99357
533938,BThakur,"2017-03-11 21:22:11",0.86042
533938,BThakur,"2017-03-11 21:39:30",0.98057
533938,BThakur,"2017-03-12 04:46:14",0.98414
534704,ylshen,"2017-03-12 07:34:37",0.96800
533938,BThakur,"2017-03-12 07:42:01",0.98585
534483,"Mr Mean","2017-03-12 08:48:47",0.97700
533938,BThakur,"2017-03-12 09:06:13",0.98842
536317,Vinicius,"2017-03-13 02:09:20",0.95971
534483,"Mr Mean","2017-03-13 10:41:46",0.97771
370992,Raijisse,"2017-03-13 13:57:53",0.99128
529163,tianbowang,"2017-03-13 18:47:26",0.98928
479434,"Aditya Arora","2017-03-18 14:08:48",0.96428
554339,xiaoka,"2017-03-19 15:58:30",0.89771
560589,"Matej Sladek","2017-03-22 05:31:37",0.97142
560589,"Matej Sladek","2017-03-23 01:40:35",0.97971
560589,"Matej Sladek","2017-03-23 12:19:56",0.99457
536317,Vinicius,"2017-03-26 23:06:00",0.97214
533938,BThakur,"2017-03-27 05:24:17",0.98985
536317,Vinicius,"2017-03-30 05:32:56",0.97242
479434,"Aditya Arora","2017-04-02 09:29:27",0.98228
425844,rajeshbhat,"2017-04-02 12:59:12",0.99300
536317,Vinicius,"2017-04-02 22:54:40",0.97685
565943,DavidRetana,"2017-04-04 15:48:22",0.92942
565943,DavidRetana,"2017-04-05 06:31:21",0.95814
565943,DavidRetana,"2017-04-05 06:45:29",0.96714
530248,"Hamza Zafar","2017-04-06 18:34:27",0.48357
530248,"Hamza Zafar","2017-04-06 18:48:00",0.65314
598297,LiangmengXia,"2017-04-08 06:51:35",0.96314
530248,"Hamza Zafar","2017-04-09 07:04:20",0.98600
600030,"Yazeed Alrubyli","2017-04-09 07:46:29",0.96928
600030,"Yazeed Alrubyli","2017-04-09 07:56:34",0.99085
530248,"Hamza Zafar","2017-04-09 08:09:13",0.98757
600030,"Yazeed Alrubyli","2017-04-09 08:25:09",0.99271
530248,"Hamza Zafar","2017-04-09 10:16:01",0.98971
530248,"Hamza Zafar","2017-04-09 15:05:01",0.99142
530248,"Hamza Zafar","2017-04-10 03:48:52",0.99157
536317,Vinicius,"2017-04-19 04:41:24",0.98357
554339,xiaoka,"2017-04-19 06:13:08",0.96242
511623,ahmethamzaemra,"2017-04-19 17:01:00",0.00000
511623,ahmethamzaemra,"2017-04-19 17:04:34",0.91085
625359,"Pavel Govoruha","2017-04-21 19:51:17",0.00000
625359,"Pavel Govoruha","2017-04-21 19:52:34",0.97571
625359,"Pavel Govoruha","2017-04-21 20:03:27",0.97785
625359,"Pavel Govoruha","2017-04-21 20:14:52",0.97871
536317,Vinicius,"2017-04-22 17:50:43",0.98985
536317,Vinicius,"2017-04-22 20:46:44",0.99285
626082,"Debdan Bhandari","2017-04-23 20:11:40",0.76500
626082,"Debdan Bhandari","2017-04-23 20:26:23",0.77900
626082,"Debdan Bhandari","2017-04-24 11:28:32",0.83214
630284,Jiangyan,"2017-04-25 11:53:10",0.98871
633200,"Evgeny Freyman","2017-04-25 17:36:22",0.10014
205861,志中,"2017-04-27 00:21:20",0.96885
205861,志中,"2017-04-27 01:08:56",0.97057
637309,Evgeny,"2017-04-27 19:34:29",0.99157
218408,"Jorge Palma","2017-04-30 14:15:18",0.99214
643163,Gordon.Z.P,"2017-04-30 18:49:11",0.96228
626082,"Debdan Bhandari","2017-05-03 15:54:54",0.94657
626082,"Debdan Bhandari","2017-05-04 07:03:28",0.94828
544953,"Hong An","2017-05-05 09:25:32",0.96400
626082,"Debdan Bhandari","2017-05-09 04:54:40",0.96542
652842,"Roman 3","2017-05-09 11:48:50",0.99385
633200,"Evgeny Freyman","2017-05-11 05:08:04",0.88771
633200,"Evgeny Freyman","2017-05-11 07:46:22",0.92457
626082,"Debdan Bhandari","2017-05-11 14:40:21",0.96728
626082,"Debdan Bhandari","2017-05-11 17:02:25",0.97457
633200,"Evgeny Freyman","2017-05-11 19:59:14",0.95128
626082,"Debdan Bhandari","2017-05-14 09:40:40",0.97471
633200,"Evgeny Freyman","2017-05-14 09:59:15",0.95871
672199,GauravSaxena,"2017-05-16 10:41:53",0.98814
672199,GauravSaxena,"2017-05-16 10:54:40",0.99071
672199,GauravSaxena,"2017-05-17 03:39:09",0.99257
622496,HimakundMallampalli,"2017-05-17 10:58:12",0.86971
630284,Jiangyan,"2017-05-21 09:29:40",0.99671
630284,Jiangyan,"2017-05-21 10:29:39",0.99742
633200,"Evgeny Freyman","2017-05-21 16:12:17",0.96457
633200,"Evgeny Freyman","2017-05-21 16:34:16",0.96671
633200,"Evgeny Freyman","2017-05-21 18:08:41",0.96842
633200,"Evgeny Freyman","2017-05-22 06:07:06",0.97771
630284,Jiangyan,"2017-05-23 12:15:26",0.99928
479434,"Aditya Arora","2017-05-26 14:20:49",0.99428
527465,JeanCarloCodogno,"2017-05-27 22:12:41",0.00000
527465,JeanCarloCodogno,"2017-05-27 22:24:16",0.96971
698002,OlgaBelitskaya,"2017-05-28 20:50:36",0.98828
698002,OlgaBelitskaya,"2017-05-29 07:06:08",0.99057
565943,DavidRetana,"2017-05-30 10:28:50",0.97057
565943,DavidRetana,"2017-05-30 11:54:52",0.97171
425844,rajeshbhat,"2017-05-30 18:25:05",0.99585
527465,JeanCarloCodogno,"2017-06-02 20:25:22",0.97100
527465,JeanCarloCodogno,"2017-06-02 20:56:28",0.97385
672199,GauravSaxena,"2017-06-05 11:32:01",0.99285
527465,JeanCarloCodogno,"2017-06-06 01:08:31",0.97442
722967,"Hasanur Rashid","2017-06-07 23:15:03",0.98342
722967,"Hasanur Rashid","2017-06-07 23:18:29",0.98557
565943,DavidRetana,"2017-06-08 08:09:18",0.98242
695209,nomad,"2017-06-08 10:54:06",0.47957
722967,"Hasanur Rashid","2017-06-08 12:27:58",0.98857
722967,"Hasanur Rashid","2017-06-09 00:01:01",0.99071
722967,"Hasanur Rashid","2017-06-09 04:49:51",0.99171
695209,nomad,"2017-06-09 12:11:18",0.96685
725051,shamim,"2017-06-09 19:56:40",0.96414
722967,"Hasanur Rashid","2017-06-11 00:00:25",0.99314
695209,nomad,"2017-06-13 10:14:30",0.96728
533252,"Ethan 2","2017-06-15 04:11:03",0.95700
695209,nomad,"2017-06-15 09:26:13",0.97400
695209,nomad,"2017-06-15 10:37:46",0.98885
738144,AvanDavad,"2017-06-15 21:24:49",0.10014
738144,AvanDavad,"2017-06-15 21:35:30",0.64300
738144,AvanDavad,"2017-06-15 21:49:32",0.90771
738144,AvanDavad,"2017-06-15 22:51:43",0.97642
738144,AvanDavad,"2017-06-15 23:31:26",0.97771
738144,AvanDavad,"2017-06-16 04:39:12",0.98957
533252,"Ethan 2","2017-06-20 06:12:52",0.97800
527465,JeanCarloCodogno,"2017-06-20 19:12:34",0.97942
738144,AvanDavad,"2017-06-21 08:23:14",0.98971
630284,Jiangyan,"2017-06-22 15:19:36",0.99942
698002,OlgaBelitskaya,"2017-06-25 02:08:33",0.99200
753276,"James Bosca","2017-06-25 13:04:38",0.91228
394915,"Bohdan Bobyl","2017-06-26 17:11:28",0.98200
394915,"Bohdan Bobyl","2017-06-26 17:23:49",0.98400
394915,"Bohdan Bobyl","2017-06-26 17:52:37",0.98700
394915,"Bohdan Bobyl","2017-06-26 18:18:11",0.98757
394915,"Bohdan Bobyl","2017-06-27 04:50:25",0.98885
394915,"Bohdan Bobyl","2017-06-27 05:10:00",0.98900
394915,"Bohdan Bobyl","2017-06-27 05:14:20",0.99085
394915,"Bohdan Bobyl","2017-06-27 07:25:00",0.99385
642417,JamesKim,"2017-06-27 10:35:38",0.96242
642417,JamesKim,"2017-06-28 09:13:13",0.96614
394915,"Bohdan Bobyl","2017-06-29 10:15:05",0.99457
394915,"Bohdan Bobyl","2017-06-29 13:13:16",0.99471
394915,"Bohdan Bobyl","2017-06-30 08:01:47",0.99542
120522,"Kathakali Seth","2017-06-30 09:12:11",0.98542
759431,Xiaotao,"2017-07-01 05:28:29",0.93685
425844,rajeshbhat,"2017-07-01 05:39:48",0.99614
653993,"Azeem Bootwala","2017-07-03 18:08:15",0.92528
653993,"Azeem Bootwala","2017-07-03 21:11:09",0.93100
772126,Longhorn,"2017-07-05 15:25:34",0.96400
771144,"Liu Jiashuo","2017-07-06 15:05:07",0.96485
478478,"Georgi Pamukov","2017-07-06 16:18:32",1.00000
771144,"Liu Jiashuo","2017-07-06 22:50:56",0.99100
775213,DanielAC,"2017-07-07 07:44:00",0.09542
774789,"Ron Lee","2017-07-09 07:59:27",0.96714
771144,"Liu Jiashuo","2017-07-10 11:48:06",1.00000
772126,Longhorn,"2017-07-11 17:59:52",0.97871
785648,"andy chen","2017-07-13 06:47:21",0.77328
785648,"andy chen","2017-07-14 08:06:04",0.96471
775213,DanielAC,"2017-07-14 09:14:49",0.71771
790243,"Renjie Qian","2017-07-15 16:22:06",0.85057
424941,dopplerz,"2017-07-15 17:48:20",0.96957
424941,dopplerz,"2017-07-15 18:07:56",0.98085
790243,"Renjie Qian","2017-07-16 01:41:03",0.90728
790243,"Renjie Qian","2017-07-16 01:42:42",0.90757
785648,"andy chen","2017-07-16 07:42:45",0.96585
775213,DanielAC,"2017-07-16 13:33:40",0.77857
790243,"Renjie Qian","2017-07-16 15:17:41",0.91057
775213,DanielAC,"2017-07-16 16:06:18",0.85857
775213,DanielAC,"2017-07-17 11:52:50",0.93700
795007,"Atul Shanbhag","2017-07-18 14:23:13",0.97442
795007,"Atul Shanbhag","2017-07-19 12:40:07",0.98071
511623,ahmethamzaemra,"2017-07-19 18:06:30",0.95942
795007,"Atul Shanbhag","2017-07-20 00:02:51",0.98100
795007,"Atul Shanbhag","2017-07-20 00:05:36",0.98128
785648,"andy chen","2017-07-20 04:10:08",0.96657
785648,"andy chen","2017-07-20 04:54:01",0.96742
795007,"Atul Shanbhag","2017-07-20 10:17:23",0.98142
795007,"Atul Shanbhag","2017-07-20 15:36:37",0.99685
527465,JeanCarloCodogno,"2017-07-21 01:45:10",0.99085
370992,Raijisse,"2017-07-21 04:41:29",0.99142
790243,"Renjie Qian","2017-07-21 06:41:35",0.93514
370992,Raijisse,"2017-07-21 20:26:15",0.99200
527465,JeanCarloCodogno,"2017-07-22 04:49:08",0.99271
527465,JeanCarloCodogno,"2017-07-22 04:49:51",0.99342
806333,"Daniel Havir","2017-07-22 19:05:30",0.99685
772126,Longhorn,"2017-07-22 20:26:23",0.99071
778690,Moghazy,"2017-07-23 14:04:18",0.98042
778690,Moghazy,"2017-07-23 14:38:22",0.99014
21878,nonlinsigproc,"2017-07-24 22:29:38",0.95342
21878,nonlinsigproc,"2017-07-24 22:36:28",0.95471
21878,nonlinsigproc,"2017-07-24 22:41:10",0.96514
21878,nonlinsigproc,"2017-07-24 22:46:58",0.96642
785648,"andy chen","2017-07-26 10:24:56",0.97328
785648,"andy chen","2017-07-26 10:45:06",0.98871
527465,JeanCarloCodogno,"2017-07-26 16:21:59",0.99471
775653,"Ștefan Istrate","2017-07-26 17:08:22",0.96171
785648,"andy chen","2017-07-27 02:23:33",0.98885
775653,"Ștefan Istrate","2017-07-27 09:23:01",0.98542
784837,Akatsuki06,"2017-07-27 13:31:42",0.93942
775653,"Ștefan Istrate","2017-07-27 14:23:12",0.98585
653993,"Azeem Bootwala","2017-07-28 01:48:15",0.93171
785648,"andy chen","2017-07-28 02:44:21",0.98914
785648,"andy chen","2017-07-28 10:04:50",0.98942
77256,"Manuel Spierenburg","2017-07-28 19:38:32",0.98642
819607,"Hanyu Zhu","2017-07-29 16:03:29",0.97514
775653,"Ștefan Istrate","2017-08-01 07:33:31",0.98800
527465,JeanCarloCodogno,"2017-08-05 03:28:11",0.99557
527465,JeanCarloCodogno,"2017-08-05 04:06:48",0.99614
477738,rebiased,"2017-08-05 09:27:49",0.99000
836731,Siegfried,"2017-08-05 11:25:04",0.96214
836731,Siegfried,"2017-08-05 11:33:09",0.96800
836731,Siegfried,"2017-08-05 19:26:39",0.97414
836731,Siegfried,"2017-08-05 19:44:39",0.97657
838802,"Mak Hon Keat","2017-08-06 09:40:12",0.93100
838802,"Mak Hon Keat","2017-08-06 09:41:32",0.93671
837882,"Tarun Singh","2017-08-06 11:27:35",0.96742
838802,"Mak Hon Keat","2017-08-06 12:21:22",0.95414
527465,JeanCarloCodogno,"2017-08-07 00:55:31",0.99642
601653,"Aditya Soni","2017-08-07 06:45:01",0.98000
601653,"Aditya Soni","2017-08-08 02:39:55",0.98314
601653,"Aditya Soni","2017-08-08 03:20:14",0.98514
601653,"Aditya Soni","2017-08-08 10:13:41",0.98614
601653,"Aditya Soni","2017-08-09 03:42:59",0.98714
843927,PP80,"2017-08-09 14:02:49",0.98928
843927,PP80,"2017-08-09 17:20:30",0.98985
843927,PP80,"2017-08-09 20:48:03",0.99071
843927,PP80,"2017-08-10 04:24:48",0.99128
843927,PP80,"2017-08-10 08:52:18",0.99242
843927,PP80,"2017-08-10 17:29:11",0.99371
843927,PP80,"2017-08-11 06:43:15",0.99457
69621,darorck,"2017-08-15 10:18:01",0.91014
69621,darorck,"2017-08-15 10:58:59",0.93700
698002,OlgaBelitskaya,"2017-08-18 00:24:09",0.99228
859757,nmfloat,"2017-08-18 17:31:08",0.95857
838802,"Mak Hon Keat","2017-08-19 09:55:46",0.96642
860697,abelishi,"2017-08-19 13:38:13",0.96400
838802,"Mak Hon Keat","2017-08-19 13:50:01",0.99000
863542,"SVM an, Bro.","2017-08-20 06:16:43",0.91257
860697,abelishi,"2017-08-20 11:55:54",0.96800
861709,"Yanhang Wang","2017-08-22 11:03:03",0.98828
653993,"Azeem Bootwala","2017-08-22 12:59:28",0.95114
778990,YuFengHsu,"2017-08-23 19:05:12",0.91328
778990,YuFengHsu,"2017-08-23 19:07:35",0.91414
861709,"Yanhang Wang","2017-08-26 14:47:48",0.98900
855036,"Jean-François Gobin","2017-08-27 07:30:49",0.98785
877668,"Xiaofeng Fan","2017-08-27 09:43:00",0.81314
855036,"Jean-François Gobin","2017-08-27 10:25:27",0.98942
877668,"Xiaofeng Fan","2017-08-27 12:52:38",0.86828
855036,"Jean-François Gobin","2017-08-28 11:13:40",0.99042
879860,"Shivam Mittal","2017-08-28 17:19:19",0.94271
877668,"Xiaofeng Fan","2017-08-29 04:58:25",0.99100
877668,"Xiaofeng Fan","2017-08-29 09:39:42",0.99200
877668,"Xiaofeng Fan","2017-08-30 03:19:38",0.99700
877668,"Xiaofeng Fan","2017-08-30 04:02:55",0.99857
877668,"Xiaofeng Fan","2017-08-30 05:07:45",0.99871
879860,"Shivam Mittal","2017-08-31 10:32:57",0.97900
241803,Ren,"2017-08-31 14:15:26",0.99328
858067,Tong1.0,"2017-09-02 21:03:15",0.87385
858067,Tong1.0,"2017-09-02 21:09:32",0.93914
858067,Tong1.0,"2017-09-02 21:28:54",0.95857
468225,JosephYu,"2017-09-05 01:54:59",0.98642
895153,CQiu,"2017-09-05 23:03:35",0.97571
785648,"andy chen","2017-09-08 08:10:03",0.99028
896518,LilyChen,"2017-09-09 08:22:43",0.75071
896518,LilyChen,"2017-09-09 08:47:44",0.89542
477738,rebiased,"2017-09-09 17:41:41",0.99114
882290,"Naive Bayes","2017-09-09 19:39:03",0.96528
903894,HungDo,"2017-09-09 22:28:06",0.96557
903894,HungDo,"2017-09-09 22:32:44",0.96828
468225,JosephYu,"2017-09-10 01:15:41",0.99342
904101,richard_lzy,"2017-09-10 01:34:55",0.91314
896518,LilyChen,"2017-09-10 04:23:53",0.92914
477738,rebiased,"2017-09-10 07:24:04",0.99257
903894,HungDo,"2017-09-10 10:08:01",0.97800
904101,richard_lzy,"2017-09-10 21:38:48",0.91428
468225,JosephYu,"2017-09-11 12:15:09",0.99428
785648,"andy chen","2017-09-12 05:30:02",0.99142
882290,"Naive Bayes","2017-09-14 13:23:24",0.97300
882290,"Naive Bayes","2017-09-14 13:37:47",0.97542
645487,_csh_,"2017-09-15 15:12:24",0.98014
877442,hbo,"2017-09-16 03:16:29",0.99571
919881,"Prashant Kikani","2017-09-16 12:32:48",0.91100
511623,ahmethamzaemra,"2017-09-16 23:22:41",0.98714
511623,ahmethamzaemra,"2017-09-17 00:21:03",0.98928
511623,ahmethamzaemra,"2017-09-17 00:37:13",0.99057
511623,ahmethamzaemra,"2017-09-17 01:17:10",0.99300
763993,LunarLlama,"2017-09-17 05:00:49",0.08128
763993,LunarLlama,"2017-09-17 19:02:51",0.48814
915958,"Kai Tan","2017-09-18 04:59:06",0.01271
698002,OlgaBelitskaya,"2017-09-19 08:48:55",0.99414
909361,DuncanChang,"2017-09-19 14:28:35",0.93685
778990,YuFengHsu,"2017-09-20 19:45:37",0.97271
903894,HungDo,"2017-09-20 21:55:02",0.97828
915958,"Kai Tan","2017-09-21 10:07:35",0.87985
932180,kishaniamlegend,"2017-09-21 13:40:49",0.94471
698002,OlgaBelitskaya,"2017-09-22 09:38:23",0.99485
934266,"Eric Cotner","2017-09-23 01:01:30",0.96157
